id,Saleprice
702,107268.93718203793
750,149709.65613193822
261,148561.15585191068
1559,78380.15076944274
577,228307.09076337464
2812,199282.02016949203
2080,168349.76328544834
1368,107315.53238481171
2376,135088.99136892174
659,111017.17195955751
1235,130051.12803538408
332,85170.90875464262
1917,151278.79937701873
2094,237497.82629835024
1460,254985.88944020952
1471,201240.14025015468
1509,127818.34711116496
1922,140711.9658199043
433,666681.4909494893
460,241503.86727981997
1116,239387.39210914908
1137,155441.5397222176
53,167360.25440519556
2354,267509.4068325255
1475,194226.14356802384
1761,784283.7970733191
842,139150.81256002138
2739,188206.6276390999
2509,164040.80824958647
1007,204753.77643312904
2610,177919.98672231092
1952,96899.5251214638
2719,173469.86166024173
2921,82039.89192889346
1966,157594.66517420378
292,119893.40750531208
1204,190471.42639794704
1829,234157.1732125077
2419,193956.00042825073
391,143700.25530245836
798,112351.36708902157
481,200166.76662885395
193,183696.89538421726
555,121693.0914804233
899,70617.48135421291
2357,177953.7285401207
328,112736.01533743825
1356,110283.40460899538
1154,107262.7312575038
1730,173776.63811291056
2249,159707.56931812377
1119,290966.20081341517
2856,141562.43793082942
1394,137168.24665267437
2587,118937.91205668576
61,311574.73643852945
2661,189846.40694985221
2711,134042.54258976897
1147,179965.18484749508
757,129982.14063939883
2623,109902.45981857482
2378,146225.49026997222
1413,144838.41162668026
1722,209668.001181515
1112,217506.2936649669
1623,199700.8609665573
1201,186260.4116908826
1513,120541.5598667049
957,264685.0077965566
1171,264491.90403851756
1145,205265.39246090097
2726,231416.76689722727
703,137982.5662891586
760,85451.78747210096
1964,154635.25525532075
2512,180667.9370460592
159,151560.46529337292
1281,164963.83118287634
468,173517.21962269177
290,121825.1437147934
665,86573.34629645973
1463,250120.93316565544
1792,239373.6670551347
923,171530.7872002627
500,252469.7421185664
1408,155629.12232445742
331,82297.34231829108
170,105562.54458323463
2192,102758.44812798843
2571,334605.2773185275
2314,177089.05871660323
2647,89884.80131840259
422,442343.8841105911
2457,392800.85999291565
1838,189789.1663080044
2805,238011.25234480036
1645,147738.41384721184
1711,294973.2677484015
2825,236625.18000842497
322,305907.9357754885
2103,249571.82513314413
342,125003.93614134788
600,123230.48365765887
488,175502.9338005751
1725,291190.5022020611
2246,294914.513953107
2847,164079.45993390438
806,239031.91545223742
530,231935.55968942327
963,186021.05590199403
2678,95424.77694307933
171,88994.48039851789
2401,450600.88297310105
805,230819.15725963705
2259,210998.4146813702
1748,183161.1407386443
1361,124190.71666087078
1677,109480.44475563693
1406,146622.67642638166
2322,225984.44506035527
688,155855.9012697165
143,146793.8386896885
804,211917.26823646802
1214,169794.4073007083
2828,143676.3514702372
1999,183198.00815059053
2467,201547.8105009147
2665,146411.29825234925
1538,380073.1274450238
398,118331.392965337
2822,138093.11867985578
2157,144148.2145466965
1856,174466.4252224105
1269,109994.48456533192
2570,125163.86841572434
2320,237045.96817027876
1517,110709.6329408285
2304,116018.40955036777
1312,102069.57453142153
2012,127757.86371543983
506,218642.62649376338
2865,196522.6487105941
2367,99571.68980138266
554,88679.506904776
238,130207.55780141323
1954,110985.18514543623
2488,130290.44623778728
2291,85827.3783993038
1969,114294.13292355581
2725,161809.2131320136
1482,144169.5108927314
2763,195744.17555118105
503,261289.48795017615
1584,239790.28638650884
1531,156495.1934035325
2210,158610.40836896276
459,326575.76009336393
556,128560.33342347854
1347,126842.54054052403
1290,91709.14376793402
1388,111866.5074034975
1571,199269.3570430182
2754,194979.6939849849
765,128662.04867841733
2494,132268.62108723764
2870,217202.8754847651
7,219977.06058759268
1114,234914.74819697792
2418,272190.6367991756
291,130693.80860823534
18,365350.5435581129
39,400641.53368271305
1001,251742.23340029642
2442,231222.06494994674
616,125552.91572423704
2680,69657.98219567348
1414,125174.94189777465
289,151058.40477014257
40,247765.1387882772
860,128018.72089895967
409,134996.1195914671
673,145676.65885359765
2427,170551.79341281962
2036,191079.58540524755
2564,150568.28289401677
642,155046.59618096033
1008,186103.26202046295
1908,129764.34221770478
2519,197040.6153760451
1369,83737.20253323704
2855,178997.01106881985
712,97298.19285726534
1943,112290.55022336132
1958,118008.58572720214
107,158097.4164983939
2295,175253.6215116321
704,96087.58919030869
676,129520.15844416693
259,184324.1661681328
93,296703.9523176336
106,253910.74854298818
2315,180073.36691663
1050,115162.66675825405
1095,199051.69052700908
2709,141664.28833098596
758,131396.90252460624
1496,149486.5054058054
2370,112151.01137600355
2458,275634.8048103702
2733,138338.5501259671
161,218159.17245328368
726,153588.04756019736
845,204689.61130826754
947,257267.35383298955
2232,94729.15367816552
2563,131198.93176203954
2299,125348.6758334094
211,85113.09625270226
605,141541.1223603333
1478,189547.66194153385
2247,286778.21322981233
2274,195559.25104611772
2869,211644.93681751704
967,222690.1911087458
2656,117569.4765535436
667,188320.0005958975
1042,109924.25634143814
2023,145563.36290887566
2447,404479.75651805487
2055,135826.16857930954
2275,257075.83417099668
2204,185229.75905820576
1563,281564.0556011888
483,216723.29796528697
796,132156.3418592567
1526,167132.01021395577
2042,121273.66813679083
442,341198.4203131114
1693,313884.5650141639
1468,227959.97396681554
1430,199343.01657707623
2605,129858.2854962423
1529,210608.20865346165
335,136043.47285588423
1287,111992.49245039825
31,94081.7827709314
1785,316926.3353975497
82,149513.15452530744
2620,111765.37775551733
252,178802.6309057398
721,78348.35076064267
2165,178343.24733735152
2316,179988.49329562785
775,137247.466898125
1558,87614.2007608611
17,209252.83158929524
1022,236031.94160922262
925,136720.43926985373
438,258990.89202127774
1270,124168.76611676728
1272,133474.95350856954
215,114711.82307064143
266,232398.55247440754
2402,275175.8036196352
1250,118104.26296035764
1984,109711.21504273052
1279,144618.62589115408
377,252044.0397121483
1252,133647.38555016916
2156,269685.71219345473
499,319812.1267814621
1374,120842.08269419194
2898,265781.2019547135
401,118436.96790718881
2721,130641.1511519726
2078,248503.17160563866
2589,126717.31275420911
1946,253466.1860860506
1334,126086.0046301735
2781,220810.31163980888
431,426101.1230072554
576,194745.09208789314
1474,214830.8841730327
2254,148493.18880819078
2155,291464.1964542206
885,109127.36546797598
643,141441.0386183061
1944,127572.92085054312
480,199365.73933660454
2845,92257.45583279597
2387,307543.9675760349
2407,201634.27084490232
2527,163388.65071361046
2514,156957.70096191458
629,153711.21767400161
80,220982.36032984403
1876,139149.38511255998
1546,118138.28503354255
2518,166006.35187792557
2347,159589.4910833598
783,211244.24450795178
1322,48061.975858273785
194,83513.25902525696
1770,287348.9816566824
2143,146816.5743747861
1229,207308.67696339163
511,290291.7855776012
46,221496.96583125702
1348,154151.11879188268
2465,199903.06502140695
387,235683.18077526332
873,215523.14902938373
1918,124918.95333997443
2764,241701.48543645642
2184,122487.44032106888
934,142123.26920346793
1920,140903.56197290553
2631,146340.24676479798
1768,789011.0458793867
2040,115947.12838928482
1749,210306.51457226268
834,269684.1583369651
1457,230269.3181844393
79,121681.96127638387
2302,120671.05005200073
1817,149578.18466594748
2755,224544.50859892406
359,177625.47000689254
2059,114102.74309233614
2092,239983.7360365821
2516,226819.37017423727
150,112657.70716034558
1656,123607.62446652795
83,90642.78178533066
2411,174430.88551064514
795,86173.00523607885
2312,216779.7239898612
2917,96712.56954398158
1624,191296.9805642872
2215,334745.51675192785
1211,154325.70919977632
1485,144191.26501209507
1024,167129.88099615177
570,188659.301137748
2874,130411.4601116475
700,138841.6198668048
2756,214793.6912371993
2022,182088.6534091911
583,235697.21377807943
2392,376121.87023271236
2424,176836.63244972238
212,102849.85534008416
736,119808.39725271628
1610,177049.19024890833
890,120651.52273593067
467,171881.35459970825
578,227160.51615690623
1747,191449.11081421224
1149,151937.92524501696
2758,253401.47204928435
857,140330.1172911136
2219,237795.5534217686
733,72351.23232527498
2909,97839.896625041
1798,254096.7812412357
235,126190.89586028608
2366,117081.89196358128
1027,133723.19786492825
1195,138976.6843542701
1303,62461.91003820548
148,178548.74969637382
608,143425.2466851599
2515,197644.35244216918
821,248407.94803316626
2500,262749.85449517827
745,114754.49637126052
741,124995.91690987741
1611,86534.24420708556
2532,133327.11753987506
1081,218855.50446145522
1692,467731.9027940851
2520,178839.4794609467
276,103414.72437206455
1992,125349.90941032842
663,60420.97172198168
418,131901.85963306617
1733,190745.16453133704
2359,155236.11705442955
253,183444.70556247016
1518,183765.82014038548
2035,121010.03874160716
2919,83259.70030813669
1540,253607.7653265832
2120,143880.29860989825
1674,161998.53610677438
256,162598.5133871688
2361,107517.44398318307
978,85245.59445211022
2280,135355.84989049676
2095,215140.8302445274
1709,332922.53851913434
2801,251290.51132266258
1246,121222.36118509599
2373,97040.67650173983
1055,292834.16509462724
2017,126772.71014286828
1099,254358.01019075426
1344,90166.6024382933
835,208315.39224538853
1117,220413.40048575937
2043,83331.4046927631
2085,126880.34333526286
410,145874.03730677508
2650,110272.13774891678
2867,176405.62058745755
1668,117578.67770401698
1161,165213.50917004212
2122,169537.2458264789
2539,143975.20723077728
1047,130901.09147511679
1445,125462.9664581972
541,123959.14009716902
569,212860.4150072137
1276,113972.95122029344
918,157714.05714152937
326,156950.83930837637
1936,126957.67465733322
895,92780.01669005008
257,148000.83823636477
1241,181756.38428397904
1545,107525.36190155204
1189,176200.52454838084
270,143378.17012566366
2066,190442.80564358312
693,118735.87594741996
1259,124365.74594936609
2916,143664.2982219366
2321,291846.88028956566
1977,79776.01097879805
1895,143430.2018179949
1240,161431.98018107834
85,151252.89984558403
1823,124765.67430007004
825,292793.4905475689
110,231286.50956467204
697,111166.76628954482
2297,120044.71963929861
1231,137580.28753537723
1355,132105.41872048358
968,335886.0858056011
584,214601.2842310633
1315,123734.10163031532
1606,136261.85621342092
206,70126.63428960729
1685,358831.2926591458
2016,131285.50582582262
869,213943.69688457862
2135,122883.9706845102
2346,177598.14290571323
2430,224555.84168025712
2198,75105.21270384445
2652,109188.58801146476
27,123217.64071544539
241,160548.21468836957
906,124882.9260572243
1506,118145.20085424455
2098,378574.3070601753
1435,220586.04204329732
2213,144846.15935498328
1274,131537.809431011
743,29742.1610152423
1737,194723.51533738547
2797,289329.7281781716
2185,75589.16758969358
58,173185.768423168
830,202138.89883648942
808,120012.86855674975
680,169095.00218930945
1153,105167.0268395588
1291,138466.94921102413
1818,126994.17405601
2161,190480.30939306703
1883,118145.53443372768
350,389384.139706164
2473,138919.29713255528
295,190938.1461820338
293,188665.00512514557
859,127334.19352208647
288,83250.56290132212
1578,155775.53677559854
102,171264.63023275996
2831,126132.49609575294
1030,154295.3700550925
2551,140151.49458310005
1286,137286.69091699712
958,299832.2476986777
776,130087.4631166441
72,224023.11551012853
2263,236501.9545277236
1866,155831.66003631562
2876,74863.20215048228
2146,256570.81999054598
103,180631.47476378636
1500,134551.85740510857
492,169867.95640099785
167,147992.38401920054
2597,120918.29833747787
2685,107566.443058989
1035,152121.09603056964
1220,69356.7648622226
2602,148084.88241867337
2159,208265.15878792846
695,134108.93640925622
1109,259639.90034954326
640,157098.1029857717
1652,148499.0011654634
2090,183567.6483333677
1188,186275.99138108036
2345,276160.9318654415
1059,447601.1239878531
2751,226841.64710304298
128,197534.25730059066
1523,172989.77046917574
2925,169746.71850062427
2145,318156.29844761087
1121,221792.49976513095
566,256823.02172875524
565,233244.08452010428
1331,128491.69687998554
2928,125880.41827589812
156,139715.34001166935
797,148643.31243256346
327,93551.52723339737
2859,155313.9814453395
1453,120996.4709985448
1762,342001.72664468945
1868,195258.8210326837
1760,182029.77916549903
1113,234435.9560056714
1812,194752.57557757205
117,158655.17203535858
1142,207806.60398980358
2342,396170.5021281216
927,141221.54736915266
2478,181605.46099944654
655,94226.38580984707
2064,122423.03049094627
369,253732.88249241436
2239,112761.20260671774
2732,232902.0836986182
1653,166586.14618461876
959,208444.6316218507
2395,346322.49832616205
1412,106914.98063993582
271,240840.37719968712
1484,143668.13011360986
1497,157163.9873349995
552,142206.39151890122
2,114639.27949900075
1855,307782.8917823148
4,290556.27865054575
2292,148970.6883274793
134,138128.47849672873
646,104443.56857432923
42,273981.8365510839
532,231431.92819676237
713,101972.20062784993
2561,144753.35949793513
2360,134300.01791531857
1333,126629.4439007141
1407,218708.3921532043
2892,291292.8755500878
574,225369.3911095543
1227,170996.7569543179
2591,198495.73592739415
1476,217850.07033021198
1125,240759.94922278333
1446,137366.455326091
408,104020.799019431
1101,282630.4392049415
2251,184569.85215863716
373,183496.2082302146
2554,127245.77469700847
2382,241103.78242592092
1985,88819.15915540492
519,243784.52844053623
1093,178892.81716703362
864,248493.59410378896
2889,143071.833034955
2308,190670.37362607344
986,162311.31811613124
1302,135921.6972160807
585,166888.5327834524
2708,150454.4361355353
147,140010.31136261573
1441,222289.91024146654
383,187197.05358121105
285,149772.5765835501
181,104677.34574682824
358,173653.49120551013
780,182463.18359349383
258,188554.22242716115
1865,245544.29853610016
692,112270.22000737894
2902,331964.83934016514
508,248411.9883561861
2638,141972.67555856772
36,148319.43770017978
611,165445.3546506483
2281,126736.94965683568
1678,114596.07083448042
1696,498158.30664691725
1557,78572.39555118159
2180,156353.37733706005
1726,206468.21408443688
951,152860.1218299739
267,230459.67153207763
2706,141146.94819489797
2221,254834.8229422582
1357,162057.541462549
2901,315205.5320703054
347,180212.33130723157
2164,194468.27785592675
1586,310008.14749574004
360,153986.9194272208
1769,247248.88200609412
2617,182866.0629499215
1879,147016.6963797683
991,222358.49892236656
1535,129291.48895592502
1191,139759.43492542018
1579,211698.8247184111
1882,140520.79714571606
1510,128015.54121636263
2196,126702.32922591144
1845,168804.4750745924
2336,388527.1306470173
942,84725.2215779606
861,135054.0266119123
2555,113034.28755713064
1392,154317.42920355167
2099,251248.0970103849
1543,124928.09820409122
948,290859.4515247807
1239,176899.4076561983
22,179602.75504268418
2796,246554.12484454882
2747,179297.12296031837
92,274387.4791314413
210,172772.54992141284
1858,192834.74589172858
2228,158058.2506492788
447,224036.6189391642
827,252244.80430305324
1649,236332.01482744957
682,132597.6037965473
2698,100663.18519032403
494,165723.54839462845
214,108426.16068956224
2441,268060.7014917831
2679,100219.56193368933
1336,116816.8404361702
465,177556.87450481288
1524,144194.77585453453
2543,114841.66254186438
631,141420.773475205
2452,301002.2045306357
228,164037.91075499787
126,170608.05272655297
1092,224204.59983985405
1122,201114.0798260881
932,241452.55684183963
1980,74313.94092336245
2171,113430.08229038016
551,152078.05456248802
2768,178028.64653254973
2056,112716.9797103399
1159,362196.7086798402
2645,108743.00397188
1174,185559.23557156144
2266,232487.58898035588
2462,447329.0323136049
1219,152090.29945294568
2922,178566.36714252067
118,147531.3412789438
474,164894.38009822796
2576,152707.08847379286
872,283315.9527376991
1077,200268.07771728403
1536,147316.34497567196
1150,117306.3311572596
2341,332660.06702672155
1931,146616.55694423078
2785,122682.03706570585
2538,135518.53175524896
597,209849.02629250236
464,199102.19762427168
233,234910.37121366576
2169,142197.17660050947
2123,173633.40752876285
1867,176418.02928057345
137,275506.3527892922
515,243361.183857124
933,117597.06669023517
2784,176072.53861811451
972,158938.13191927836
599,160605.5080936364
2614,135622.90762449295
2582,130499.51866129409
1409,139639.10857880054
175,104320.0007459379
352,222776.8128649006
976,92680.99574506178
2134,199053.84679802586
984,119322.65309560859
2396,357946.38609619177
1673,142198.61482986668
404,112269.92285868578
607,161169.7403367571
814,145740.0009122807
868,196591.19438551756
2271,175814.08835807355
1633,253225.0127167714
337,197458.4556307038
2765,182354.12275266967
1746,240259.9068180777
368,318326.596751847
2806,212271.40671595075
1662,184002.54553815722
1234,217193.72215641203
1373,126497.66724332047
1672,112153.87334180302
1939,123394.11293139806
